namaste_code,namaste_term,namaste_original_script,namaste_transliteration,namaste_english,namaste_description,synonyms,icd11_code,icd11_term,icd11_description,mapping_equivalence,mapping_confidence,source,status
SAT-D.145,headache,शिरशूल,śiraśūla,headache,Pain in head and neck region,cephalgia|head pain,8A80,Primary headache disorders,Pain located in head or neck,broader,0.756,manual,curated
SAT-H.146,hemiplegia,पक्षाघात,pakṣāghāta,hemiplegia,Paralysis of one side of body,stroke|cerebral palsy,8B20,Hemiplegia,Paralysis affecting one side,equivalent,0.815,manual,approved
SAT-J.147,rheumatoid arthritis,आमवात,āmavāta,rheumatoid arthritis,Joint inflammation with morning stiffness,inflammatory arthritis|joint pain,FA20,Rheumatoid arthritis,Chronic inflammatory joint disease,equivalent,0.911,seed,curated
SAT-F.148,osteoarthritis,सन्धिवात,sandhivāta,osteoarthritis,Degenerative joint disease,joint degeneration|arthritis,GC08,Chronic kidney disease,Progressive kidney failure,equivalent,0.561,seed,proposed
SAT-C.149,low back pain,कटिशूल,kaṭiśūla,low back pain,Pain in lumbar region,lumbago|backache,ME84.2,Low back pain,Pain in lower back region,equivalent,0.868,seed,approved
SAT-B.150,neck stiffness,ग्रीवास्तम्भ,grīvāstambha,neck stiffness,Restricted neck movement,cervical stiffness|torticollis,ME84.1,Neck pain,Pain or stiffness in neck,related,0.831,auto,approved
SAT-I.151,leprosy,कुष्ठ,kuṣṭha,leprosy,Chronic infectious skin disease,hansen disease|skin infection,1B20,Leprosy,Chronic infectious disease,equivalent,0.86,auto,approved
SAT-A.152,eczema,एककुष्ठ,ekakuṣṭha,eczema,Inflammatory skin condition,dermatitis|skin inflammation,EA80,Atopic dermatitis,Chronic inflammatory skin disease,related,0.632,auto,proposed
SAT-H.153,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,1F28,Dermatophytosis,Superficial fungal infection,equivalent,0.94,auto,curated
SAT-D.154,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,GC08,Chronic kidney disease,Progressive kidney failure,broader,0.436,auto,proposed
SAT-G.155,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,BA00,Heart diseases,Disorders of the heart,unmapped,0,manual,proposed
SAT-B.156,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,8A62,Parkinson disease,Progressive neurological disorder,broader,0.43,seed,proposed
SAT-I.157,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,BA00,Hypertensive diseases,Elevated arterial pressure,broader,0.857,manual,approved
SAT-D.158,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,FA02,Juvenile arthritis,Childhood joint inflammation,broader,0.673,manual,proposed
SAT-D.159,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,MF52,Retention of urine,Inability to void urine,equivalent,0.869,manual,curated
SAT-C.160,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,GC80,Urolithiasis,Formation of stones in urinary tract,equivalent,0.843,seed,curated
SAT-A.161,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,1A00,Cholera,Acute diarrheal infection,broader,0.547,seed,approved
SAT-A.162,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,2B90,Benign neoplasms,Non-malignant growths,related,0.582,seed,curated
SAT-D.163,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,JA00,Pregnancy with abortive outcome,Termination of pregnancy,broader,0.783,manual,curated
SAT-F.164,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,5A10,Type 1 diabetes mellitus,Metabolic disorder,related,0.728,manual,approved
SAT-A.165,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,5B81,Overweight or obesity,Excess body fat,equivalent,0.793,auto,curated
SAT-H.166,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,5B82,Underweight,Below normal weight,equivalent,0.867,auto,curated
SAT-H.167,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,6A20,Schizophrenia,Psychotic disorder,related,0.702,auto,curated
SAT-E.168,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,equivalent,0.751,manual,approved
SAT-B.169,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,6B00,Anxiety disorders,Excessive fear or anxiety,broader,0.65,auto,approved
SID-9.7.70,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,DA94,Inflammatory bowel disease,Chronic intestinal inflammation,broader,0.434,manual,proposed
SID-4.1.71,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,DA90,Liver disorders,Hepatic dysfunction,equivalent,0.702,auto,curated
SID-4.1.72,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,CA25,Chronic respiratory diseases,Long-term airway problems,related,0.585,auto,curated
SID-5.3.73,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,2A00,Malignant neoplasms,Cancerous growth,related,0.599,seed,proposed
SID-6.6.74,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,GA11,Endometriosis,Uterine tissue displacement,unmapped,0,seed,proposed
UNA-13.2.75,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,ME0Y,Biliary disorders,Bile-related conditions,related,0.598,manual,approved
UNA-6.1.76,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,DA61,Peptic ulcer,Stomach or duodenal ulcer,narrower,0.474,auto,proposed
UNA-4.1.77,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,3A1Y,Blood disorders,Hematological conditions,broader,0.581,auto,curated
UNA-5.5.78,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,6A70,Mood disorders,Depressive conditions,related,0.373,seed,proposed
UNA-14.3.79,fevers,حمیات,ḥumayāt,fevers,Pyretic conditions,fever disorders|pyrexia,1G00,Fever,Elevated body temperature,broader,0.666,auto,proposed
SAT-B.180,indigestion,अजीर्ण,ajīrṇa,indigestion,Impaired digestion due to weakened digestive fire (agni),dyspepsia|poor digestion,8A25,Gastritis,Inflammation of the gastric mucosa,equivalent,0.89,manual,curated
SAT-J.181,diarrhea,अतिसार,atisāra,diarrhea,Excessive loose bowel movements with increased frequency,loose motions|frequent stools,6A71,Major depression,Severe depressive episode,narrower,0.613,manual,curated
SAT-G.182,malabsorption syndrome,ग्रहणी,grahaṇī,malabsorption syndrome,Disorder of small intestine affecting absorption,sprue|absorption disorder,8A44,Malabsorption syndromes,Impaired absorption of nutrients,equivalent,0.725,seed,proposed
SAT-I.183,hemorrhoids,अर्श,arśa,hemorrhoids,Swollen blood vessels in anal canal,piles|anal varices,9B71,Haemorrhoids,Swollen veins in the anal canal,equivalent,0.901,manual,curated
SAT-J.184,asthma,श्वास,śvāsa,asthma,Difficulty in breathing with wheeze,breathing difficulty|dyspnea,1B10,Tuberculosis,Mycobacterial infection,narrower,0.569,manual,proposed
SAT-J.185,cough,कास,kāsa,cough,Forceful expulsion of air from lungs,tussis|persistent cough,MD12,Cough,Sudden expulsion of air from lungs,equivalent,0.848,auto,curated
SAT-J.186,hiccup,हिक्का,hikkā,hiccup,Involuntary diaphragmatic spasm,hiccough|spasmodic breathing,EB90,Urticaria,Allergic skin reaction,broader,0.597,auto,curated
SAT-G.187,common cold,प्रतिश्याय,pratiśyāya,common cold,Viral upper respiratory tract infection,rhinitis|nasal congestion,CA08,Acute upper respiratory infections,Viral infection of upper airways,broader,0.698,auto,proposed
SAT-E.188,epilepsy,अपस्मार,apasmāra,epilepsy,Recurrent seizures due to abnormal brain activity,seizure disorder|convulsions,1C40,Malaria,Parasitic infection,narrower,0.687,manual,curated
SAT-A.189,migraine,अर्धावभेदक,ardhāvabhedaka,migraine,Unilateral throbbing headache,hemicrania|sick headache,8A80.1,Migraine without aura,Primary headache disorder,equivalent,0.853,seed,approved
SAT-A.190,headache,शिरशूल,śiraśūla,headache,Pain in head and neck region,cephalgia|head pain,2A60,Lung cancer,Malignant lung neoplasm,broader,0.512,manual,curated
SAT-B.191,hemiplegia,पक्षाघात,pakṣāghāta,hemiplegia,Paralysis of one side of body,stroke|cerebral palsy,8B20,Hemiplegia,Paralysis affecting one side,equivalent,0.789,auto,approved
SAT-I.192,rheumatoid arthritis,आमवात,āmavāta,rheumatoid arthritis,Joint inflammation with morning stiffness,inflammatory arthritis|joint pain,FA20,Rheumatoid arthritis,Chronic inflammatory joint disease,equivalent,0.882,manual,approved
SAT-B.193,osteoarthritis,सन्धिवात,sandhivāta,osteoarthritis,Degenerative joint disease,joint degeneration|arthritis,FA00,Osteoarthritis,Degenerative joint disease,equivalent,0.921,manual,curated
SAT-C.194,low back pain,कटिशूल,kaṭiśūla,low back pain,Pain in lumbar region,lumbago|backache,8A62,Parkinson disease,Progressive neurological disorder,broader,0.674,auto,approved
SAT-B.195,neck stiffness,ग्रीवास्तम्भ,grīvāstambha,neck stiffness,Restricted neck movement,cervical stiffness|torticollis,ME84.1,Neck pain,Pain or stiffness in neck,related,0.681,manual,curated
SAT-D.196,leprosy,कुष्ठ,kuṣṭha,leprosy,Chronic infectious skin disease,hansen disease|skin infection,1B20,Leprosy,Chronic infectious disease,equivalent,0.85,auto,approved
SAT-G.197,eczema,एककुष्ठ,ekakuṣṭha,eczema,Inflammatory skin condition,dermatitis|skin inflammation,EA80,Atopic dermatitis,Chronic inflammatory skin disease,related,0.741,auto,proposed
SAT-J.198,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,1F28,Dermatophytosis,Superficial fungal infection,equivalent,0.853,seed,curated
SAT-A.199,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,NE70,Open wound,Disruption of skin integrity,broader,0.744,auto,proposed
SAT-F.200,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,EA85,Psoriasis,Chronic skin inflammation,related,0.478,seed,proposed
SAT-G.201,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,3A10,Bleeding disorders,Impaired hemostasis,related,0.663,auto,approved
SAT-I.202,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,BA00,Hypertensive diseases,Elevated arterial pressure,broader,0.702,auto,proposed
SAT-F.203,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,MF50,Dysuria,Painful or difficult urination,equivalent,0.886,auto,approved
SAT-B.204,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,MF52,Retention of urine,Inability to void urine,equivalent,0.931,manual,curated
SAT-B.205,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,2B90,Benign neoplasms,Non-malignant growths,broader,0.643,manual,curated
SAT-H.206,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,GA34,Menstrual disorders,Abnormalities of menstruation,broader,0.733,auto,curated
SAT-E.207,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,GA22,Excessive vaginal discharge,Abnormal vaginal discharge,equivalent,0.804,seed,curated
SAT-J.208,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,JA00,Pregnancy with abortive outcome,Termination of pregnancy,broader,0.764,auto,proposed
SAT-B.209,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,5A10,Type 1 diabetes mellitus,Metabolic disorder,related,0.728,manual,proposed
SAT-J.210,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,DA94,Inflammatory bowel disease,Chronic intestinal inflammation,related,0.56,seed,curated
SAT-B.211,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,8B11,Alzheimer disease,Progressive dementia,narrower,0.672,manual,approved
SAT-A.212,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,6A20,Schizophrenia,Psychotic disorder,related,0.561,auto,approved
SAT-G.213,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,narrower,0.828,auto,curated
SAT-C.214,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,6B00,Anxiety disorders,Excessive fear or anxiety,broader,0.786,manual,proposed
SID-1.6.15,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,FA20,Rheumatoid arthritis,Inflammatory joint disease,related,0.761,auto,curated
SID-7.9.16,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,2A70,Breast cancer,Malignant breast neoplasm,narrower,0.394,manual,proposed
SID-4.7.17,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,FB52,Osteoporosis,Bone density loss,related,0.389,seed,proposed
SID-6.7.18,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,2A00,Malignant neoplasms,Cancerous growth,related,0.615,auto,proposed
SID-2.5.19,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,5A11,Type 2 diabetes,Non-insulin dependent diabetes,related,0.607,seed,curated
UNA-1.8.20,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,DA94,Inflammatory bowel disease,Chronic intestinal inflammation,broader,0.411,auto,proposed
UNA-9.5.21,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,CA2Y,Respiratory mucus disorders,Excessive mucus production,related,0.532,manual,approved
UNA-5.4.22,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,3A1Y,Blood disorders,Hematological conditions,broader,0.539,manual,approved
UNA-6.4.23,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,FA02,Juvenile arthritis,Childhood joint inflammation,related,0.301,auto,proposed
